Начало простоя,Длительность,Название детали,Поломка
2021-04-06 02:31:59,2,Стакан - №66,1
2021-04-06 02:36:12,2,Стакан - №66,1
2021-04-07 02:36:12,0,Нет поломки,0
2021-04-08 14:06:36,6,"Тормозные пластины - №79, 16",1
2021-04-09 14:06:36,0,Нет поломки,0
2021-04-10 14:06:36,0,Нет поломки,0
2021-04-11 14:06:36,0,Нет поломки,0
2021-04-12 14:06:36,0,Нет поломки,0
2021-04-13 14:06:36,0,Нет поломки,0
2021-04-14 14:06:36,0,Нет поломки,0
2021-04-15 14:06:36,0,Нет поломки,0
2021-04-16 14:06:36,0,Нет поломки,0
2021-04-17 14:06:36,0,Нет поломки,0
2021-04-18 14:06:36,0,Нет поломки,0
2021-04-19 14:06:36,0,Нет поломки,0
2021-04-20 16:00:41,2,Нагнетательный дроссель - №42,1
2021-04-21 16:00:41,0,Нет поломки,0
2021-04-22 16:00:41,0,Нет поломки,0
2021-04-23 16:00:41,0,Нет поломки,0
2021-04-24 16:00:41,0,Нет поломки,0
2021-04-25 16:00:41,0,Нет поломки,0
2021-04-26 16:00:41,0,Нет поломки,0
2021-04-27 16:00:41,0,Нет поломки,0
2021-04-28 16:00:41,0,Нет поломки,0
2021-04-30 13:19:06,6,Дроссель - №11,1
2021-04-30 19:06:10,3,Дроссель - №03,1
2021-05-01 21:32:16,4,Тормозная пластина - №23,1
2021-05-02 21:32:16,0,Нет поломки,0
2021-05-03 21:32:16,0,Нет поломки,0
2021-05-04 21:32:16,0,Нет поломки,0
2021-05-05 21:32:16,0,Нет поломки,0
2021-05-07 12:34:07,9,"Дроссели - №43, 63",1
2021-05-08 12:34:07,0,Нет поломки,0
2021-05-09 12:34:07,0,Нет поломки,0
2021-05-11 06:34:59,3,Нагнетательный дроссель - №72,1
2021-05-12 06:34:59,0,Нет поломки,0
2021-05-13 06:34:59,0,Нет поломки,0
2021-05-14 09:45:17,4,Датчик закатки -,1
2021-05-14 11:49:19,58,Цепь -,1
2021-05-15 11:49:19,0,Нет поломки,0
2021-05-16 11:49:19,0,Нет поломки,0
2021-05-17 11:49:19,0,Нет поломки,0
2021-05-18 11:49:19,0,Нет поломки,0
2021-05-19 11:49:19,0,Нет поломки,0
2021-05-20 11:49:19,0,Нет поломки,0
2021-05-21 11:49:19,0,Нет поломки,0
2021-05-22 11:49:19,0,Нет поломки,0
2021-05-23 11:49:19,0,Нет поломки,0
2021-05-24 11:49:19,0,Нет поломки,0
2021-05-25 11:49:19,0,Нет поломки,0
2021-05-26 11:49:19,0,Нет поломки,0
2021-05-27 11:49:19,0,Нет поломки,0
2021-05-28 11:49:19,0,Нет поломки,0
2021-05-29 11:49:19,0,Нет поломки,0
2021-05-30 11:49:19,0,Нет поломки,0
2021-05-31 11:49:19,0,Нет поломки,0
2021-06-02 06:23:33,6,"Дроссели СО2 - №2, 100",1
2021-06-03 06:23:33,0,Нет поломки,0
2021-06-04 10:10:32,2,Углекислотный дроссель - №39,1
2021-06-04 10:27:47,3,-,1
2021-06-04 20:20:07,3,Углекислотный дроссель - №70,1
2021-06-05 20:20:07,0,Нет поломки,0
2021-06-06 20:27:29,12,"Тормозные пластины - №21, 22",1
2021-06-06 20:42:18,3,Тормозная пластина - №70,1
2021-06-06 20:51:59,4,Углекислотный дроссель нагнетания - №53,1
2021-06-07 20:51:59,0,Нет поломки,0
2021-06-08 20:51:59,0,Нет поломки,0
2021-06-10 02:50:42,3,Дроссель CO2 - №70,1
2021-06-10 06:46:13,2,Тормозная пластина - №19,1
2021-06-11 09:49:24,2,Тормозная пластина - №26,1
2021-06-12 09:49:24,0,Нет поломки,0
2021-06-13 09:49:24,0,Нет поломки,0
2021-06-14 10:46:14,3,Дроссель CO2 - №51,1
2021-06-14 10:50:28,2,Дроссель CO2 - №90,1
2021-06-15 19:24:49,10,Дроссель - №95,1
2021-06-15 19:34:31,9,Толкатель дросселя - №92,1
2021-06-16 06:52:41,3,Верхний дроссель - №60,1
2021-06-17 06:52:41,0,Нет поломки,0
2021-06-18 08:08:34,4,Дроссель - №94,1
2021-06-19 18:38:31,4,"Тормозная пластина - №72, 82",1
2021-06-20 18:38:31,0,Нет поломки,0
2021-06-22 04:51:26,3,Толкатель дросселя -,1
2021-06-23 07:27:37,7,-,1
2021-06-24 04:52:08,2,Тормозная пластина - №43,1
2021-06-24 05:11:27,6,Уплотнительная резина в прижимном стакане -,1
2021-06-24 05:50:41,3,-,1
2021-06-25 18:51:33,6,Верхний толкатель дросселя - №6,1
2021-06-26 18:51:33,0,Нет поломки,0
2021-06-27 18:51:33,0,Нет поломки,0
2021-06-28 18:51:33,0,Нет поломки,0
2021-06-29 18:51:33,0,Нет поломки,0
2021-07-01 04:38:38,5,-,1
2021-07-01 05:41:50,7,-,1
2021-07-02 05:41:50,0,Нет поломки,0
2021-07-03 05:41:50,0,Нет поломки,0
2021-07-04 05:41:50,0,Нет поломки,0
2021-07-05 05:41:50,0,Нет поломки,0
2021-07-06 05:41:50,0,Нет поломки,0
2021-07-08 04:37:44,5,Тормозная пластина - №35,1
2021-07-10 03:01:46,6,-,1
2021-07-10 04:20:37,33,Редуктор -,1
2021-07-10 08:56:29,4,Верхний дроссель - №33,1
2021-07-11 08:56:29,0,Нет поломки,0
2021-07-12 08:56:29,0,Нет поломки,0
2021-07-13 08:56:29,0,Нет поломки,0
2021-07-14 08:56:29,0,Нет поломки,0
2021-07-15 08:56:29,0,Нет поломки,0
2021-07-16 08:56:29,0,Нет поломки,0
2021-07-17 08:56:29,0,Нет поломки,0
2021-07-18 08:56:29,0,Нет поломки,0
2021-07-19 10:40:46,3,Дроссель - №99,1
2021-07-20 16:44:22,3,Дроссель - №96,1
2021-07-22 01:21:37,24,Масляный фильтр -,1
2021-07-23 01:21:37,0,Нет поломки,0
2021-07-24 01:21:37,0,Нет поломки,0
2021-07-25 01:21:37,0,Нет поломки,0
2021-07-26 01:21:37,0,Нет поломки,0
2021-07-27 01:21:37,0,Нет поломки,0
2021-07-28 01:21:37,0,Нет поломки,0
2021-07-29 01:21:37,0,Нет поломки,0
2021-07-30 20:16:24,5,Дроссель - №97,1
2021-07-31 11:41:21,3,-,1
2021-07-31 11:53:06,3,-,1
2021-07-31 12:20:04,5,-,1
2021-08-01 12:20:04,0,Нет поломки,0
2021-08-02 12:20:04,0,Нет поломки,0
2021-08-03 12:20:04,0,Нет поломки,0
2021-08-04 12:20:04,0,Нет поломки,0
2021-08-05 12:20:04,0,Нет поломки,0
2021-08-06 12:20:04,0,Нет поломки,0
2021-08-07 12:20:04,0,Нет поломки,0
2021-08-08 23:27:23,5,Тормозная пластина и феродо - Кран №7,1
2021-08-09 23:27:23,0,Нет поломки,0
2021-08-10 23:27:23,0,Нет поломки,0
2021-08-11 23:27:23,0,Нет поломки,0
2021-08-12 23:27:23,0,Нет поломки,0
2021-08-13 23:27:23,0,Нет поломки,0
2021-08-15 13:19:54,3,Тормозная пластина - №19,1
2021-08-17 03:15:39,5,Дроссель - №86,1
2021-08-17 20:20:20,7,Тормозная пластина - №22,1
2021-08-18 20:20:20,0,Нет поломки,0
2021-08-19 20:20:20,0,Нет поломки,0
2021-08-21 16:26:19,4,Верхний дроссель - №105,1
2021-08-22 09:49:36,3,Тормозная пластина - №3,1
2021-08-22 10:14:09,4,Уплотнение прижимного стакана - №55,1
2021-08-22 19:30:14,6,-,1
2021-08-22 21:04:10,8,Наполнитель - №98,1
2021-08-23 05:03:31,4,Дроссели - №3,1
2021-08-23 06:34:28,4,Дроссели - №4,1
2021-08-23 16:27:33,4,Тормозная пластина -,1
2021-08-24 16:27:33,0,Нет поломки,0
2021-08-25 16:27:33,0,Нет поломки,0
2021-08-26 16:27:33,0,Нет поломки,0
2021-08-27 16:34:44,5,Тормозная пластина - №43,1
2021-08-27 16:46:28,3,Дроссель - №43,1
2021-08-27 16:55:59,5,Нижний дроссель - №43,1
2021-08-28 16:55:59,0,Нет поломки,0
2021-08-29 16:55:59,0,Нет поломки,0
2021-08-30 16:55:59,0,Нет поломки,0
2021-08-31 16:55:59,0,Нет поломки,0
2021-09-01 16:55:59,0,Нет поломки,0
2021-09-02 16:55:59,0,Нет поломки,0
2021-09-04 12:45:50,3,Дроссель - №32,1
2021-09-05 12:45:50,0,Нет поломки,0
2021-09-06 21:30:52,5,Дроссели - №39,1
2021-09-07 06:52:20,3,Дроссели - №26,1
2021-09-07 07:20:28,4,Прижимной стакан - №39,1
2021-09-08 08:57:45,8,Дроссели - №39,1
2021-09-08 09:07:30,2,Тормозная пластина - №39,1
2021-09-09 09:07:30,0,Нет поломки,0
2021-09-10 09:07:30,0,Нет поломки,0
2021-09-11 09:07:30,0,Нет поломки,0
2021-09-12 09:07:30,0,Нет поломки,0
2021-09-13 09:07:30,0,Нет поломки,0
2021-09-15 00:39:02,9,Прижимной цилиндр - №67,1
2021-09-15 00:48:53,3,Дроссели - №67,1
2021-09-15 00:54:27,18,Наполнитель - №67,1
2021-09-16 15:08:02,6,-,1
2021-09-17 15:08:02,0,Нет поломки,0
2021-09-18 15:08:02,0,Нет поломки,0
2021-09-19 15:08:02,0,Нет поломки,0
2021-09-20 15:08:02,0,Нет поломки,0
2021-09-21 15:08:02,0,Нет поломки,0
2021-09-22 23:06:37,8,"Дроссели - №22, 58",1
2021-09-23 23:06:37,0,Нет поломки,0
2021-09-24 23:06:37,0,Нет поломки,0
2021-09-25 23:06:37,0,Нет поломки,0
2021-09-26 23:06:37,0,Нет поломки,0
2021-09-28 08:17:29,3,Верхний дроссель - №81,1
2021-09-28 09:00:25,4,Нижний дроссель - №81,1
2021-09-28 09:19:50,4,Тормозная пластина - №81,1
2021-09-28 09:42:42,4,Колокол в сборе - №81,1
2021-09-28 09:56:22,12,Наполнитель - №81,1
2021-09-28 10:08:04,10,Наполнитель - №82,1
2021-09-29 10:08:04,0,Нет поломки,0
2021-09-30 10:08:04,0,Нет поломки,0
2021-10-01 10:08:04,0,Нет поломки,0
2021-10-02 10:08:04,0,Нет поломки,0
2021-10-03 10:08:04,0,Нет поломки,0
2021-10-04 10:08:04,0,Нет поломки,0
2021-10-05 10:08:04,0,Нет поломки,0
2021-10-06 10:08:04,0,Нет поломки,0
2021-10-07 22:44:19,6,-,1
2021-10-08 03:35:45,6,Тормозная пластина - №49,1
2021-10-08 14:55:28,4,Дроссель - №103,1
2021-10-09 14:55:28,0,Нет поломки,0
2021-10-10 17:55:21,4,Дроссель нагнетания - Клапан №48,1
2021-10-11 23:49:06,2,Дроссель нагрузки - №99,1
2021-10-12 22:18:35,8,Дроссель нагнетания - Клапан №46,1
2021-10-13 11:20:38,12,-,1
2021-10-13 16:54:06,7,"Дроссели - №35, 40",1
2021-10-13 21:27:52,5,"Дроссели нагнетания и тормозные пластины - Клапаны №100, 4",1
2021-10-14 09:34:30,6,Дроссели - №57,1
2021-10-14 09:42:46,5,Прижимной колпак - №57,1
2021-10-14 14:33:14,4,Дроссели - №107,1
2021-10-14 14:40:19,8,Тормозная пластина и прижимная резинка - №107,1
2021-10-14 17:47:09,3,Дроссели - №66,1
2021-10-15 17:47:09,0,Нет поломки,0
2021-10-16 17:47:09,0,Нет поломки,0
2021-10-17 17:47:09,0,Нет поломки,0
2021-10-18 17:47:09,0,Нет поломки,0
2021-10-19 17:47:09,0,Нет поломки,0
2021-10-21 15:44:32,9,Сбросной дроссель и прижимной колокол - №4,1
2021-10-22 15:44:32,0,Нет поломки,0
2021-10-23 16:58:23,4,Дроссель разгрузки - Клапан №11,1
2021-10-24 16:58:23,0,Нет поломки,0
2021-10-25 16:58:23,0,Нет поломки,0
2021-10-26 16:58:23,0,Нет поломки,0
2021-10-27 16:58:23,0,Нет поломки,0
2021-10-28 16:58:23,0,Нет поломки,0
2021-10-29 16:58:23,0,Нет поломки,0
2021-10-30 16:58:23,0,Нет поломки,0
2021-10-31 16:58:23,0,Нет поломки,0
2021-11-01 20:56:00,3,Нижний дроссель - №80,1
2021-11-02 20:44:18,8,Дроссели - №26,1
2021-11-03 06:03:41,4,Дроссель - №65,1
2021-11-03 06:25:28,4,Нижний дроссель - №67,1
2021-11-03 06:32:49,3,Верхний дроссель - №67,1
2021-11-04 06:32:49,0,Нет поломки,0
2021-11-05 06:32:49,0,Нет поломки,0
2021-11-06 06:32:49,0,Нет поломки,0
2021-11-07 06:32:49,0,Нет поломки,0
2021-11-08 06:32:49,0,Нет поломки,0
2021-11-09 06:32:49,0,Нет поломки,0
2021-11-10 06:32:49,0,Нет поломки,0
2021-11-11 06:32:49,0,Нет поломки,0
2021-11-12 06:32:49,0,Нет поломки,0
2021-11-13 06:32:49,0,Нет поломки,0
2021-11-14 06:32:49,0,Нет поломки,0
2021-11-15 09:21:06,5,Тормозная пластина - №26,1
2021-11-16 09:21:06,0,Нет поломки,0
2021-11-17 09:21:06,0,Нет поломки,0
2021-11-18 16:52:09,4,Тормозная пластина - №77,1
2021-11-18 21:32:51,2,Верхний дроссель - №6,1
2021-11-18 21:42:14,2,Нижний дроссель - №6,1
2021-11-19 21:42:14,0,Нет поломки,0
2021-11-20 21:42:14,0,Нет поломки,0
2021-11-21 21:42:14,0,Нет поломки,0
2021-11-22 21:42:14,0,Нет поломки,0
2021-11-23 21:42:14,0,Нет поломки,0
2021-11-25 06:30:20,4,-,1
2021-11-25 06:38:29,3,-,1
2021-11-25 08:08:11,46,-,1
2021-11-25 12:02:49,5,Нижняя часть наполнителя (колокол) -,1
2021-11-25 12:23:00,7,Нижняя часть наполнителя -,1
2021-11-25 12:40:25,7,Нижняя часть наполнителя -,1
2021-11-26 16:55:12,4,"Тормозная пластина - №84, 97",1
2021-11-27 16:55:12,0,Нет поломки,0
2021-11-28 16:55:12,0,Нет поломки,0
2021-11-29 20:41:11,2,Тормозная пластина - №20,1
2021-11-30 15:00:37,4,Тормозная пластина - №12,1
2021-11-30 15:04:45,7,Тормозная пластина - №77,1
2021-11-30 15:11:16,7,"Прижимные колокола - №77, 12",1
2021-12-01 15:11:16,0,Нет поломки,0
2021-12-03 06:37:41,7,-,1
2021-12-03 08:43:47,6,Наполнитель - №62,1
2021-12-04 21:12:22,3,Нижний дроссель - №67,1
2021-12-04 21:32:49,8,Колокол - №67,1
2021-12-04 22:10:38,3,Нижний дроссель - №67,1
2021-12-05 22:10:38,0,Нет поломки,0
2021-12-07 12:04:59,3,Дроссель CO2 - №44,1
2021-12-08 12:04:59,0,Нет поломки,0
2021-12-09 12:04:59,0,Нет поломки,0
2021-12-10 12:04:59,0,Нет поломки,0
2021-12-11 12:04:59,0,Нет поломки,0
2021-12-12 12:04:59,0,Нет поломки,0
2021-12-13 12:04:59,0,Нет поломки,0
2021-12-15 08:37:04,7,Колокол - №29,1
2021-12-16 08:37:04,0,Нет поломки,0
2021-12-17 08:37:04,0,Нет поломки,0
2021-12-18 08:37:04,0,Нет поломки,0
2021-12-19 08:37:04,0,Нет поломки,0
2021-12-20 21:26:15,5,"Сбросные дроссели - №12, 65",1
2021-12-20 22:47:58,4,Тормозная пластина - №12,1
2021-12-20 23:00:12,2,Нагнетательный дроссель - №12,1
2021-12-21 23:00:12,0,Нет поломки,0
2021-12-22 23:00:12,0,Нет поломки,0
2021-12-23 23:00:12,0,Нет поломки,0
2021-12-24 23:00:12,0,Нет поломки,0
2021-12-26 11:10:51,4,Тормозная пластина - №78,1
2021-12-27 11:10:51,0,Нет поломки,0
2021-12-28 11:10:51,0,Нет поломки,0
2021-12-29 11:10:51,0,Нет поломки,0
2021-12-30 11:10:51,0,Нет поломки,0
2021-12-31 11:10:51,0,Нет поломки,0
2022-01-01 11:10:51,0,Нет поломки,0
2022-01-02 11:10:51,0,Нет поломки,0
2022-01-03 11:10:51,0,Нет поломки,0
2022-01-04 11:10:51,0,Нет поломки,0
2022-01-05 11:10:51,0,Нет поломки,0
2022-01-06 11:10:51,0,Нет поломки,0
2022-01-07 11:10:51,0,Нет поломки,0
2022-01-08 11:10:51,0,Нет поломки,0
2022-01-09 11:10:51,0,Нет поломки,0
2022-01-10 11:10:51,0,Нет поломки,0
2022-01-12 02:17:32,5,-,1
2022-01-12 13:01:20,110,-,1
2022-01-13 13:01:20,0,Нет поломки,0
2022-01-14 13:01:20,0,Нет поломки,0
2022-01-15 13:01:20,0,Нет поломки,0
2022-01-16 13:01:20,0,Нет поломки,0
2022-01-17 13:01:20,0,Нет поломки,0
2022-01-18 17:01:27,6,Колокол - №15,1
2022-01-19 17:01:27,0,Нет поломки,0
2022-01-20 17:01:27,0,Нет поломки,0
2022-01-21 17:01:27,0,Нет поломки,0
2022-01-22 17:01:27,0,Нет поломки,0
2022-01-23 17:01:27,0,Нет поломки,0
2022-01-24 17:01:27,0,Нет поломки,0
2022-01-25 17:01:27,0,Нет поломки,0
2022-01-26 17:01:27,0,Нет поломки,0
2022-01-27 17:01:27,0,Нет поломки,0
2022-01-28 17:01:27,0,Нет поломки,0
2022-01-29 17:01:27,0,Нет поломки,0
2022-01-30 17:01:27,0,Нет поломки,0
2022-01-31 17:01:27,0,Нет поломки,0
2022-02-01 17:01:27,0,Нет поломки,0
2022-02-03 02:53:23,6,Тормозная пластина и дроссель нагнетания - №48,1
2022-02-03 03:29:42,3,Толкатель дросселя - №55,1
2022-02-03 13:52:36,3,Дроссели - №99,1
2022-02-03 14:04:06,4,Тормозная пластина - №99,1
2022-02-05 04:38:08,3,-,1
2022-02-05 21:03:02,5,Дроссели и пластина - №26,1
2022-02-05 21:08:10,6,Дроссели и пластина - №38,1
2022-02-05 21:13:41,5,Дроссели и пластина - №108,1
2022-02-05 23:23:51,4,Дроссели - №10,1
2022-02-06 00:43:30,4,Дроссели - №6,1
2022-02-06 19:21:20,6,Дроссель нагрузки - №9,1
2022-02-07 00:37:11,3,Тормозная пластина - №102,1
2022-02-07 06:38:28,6,Дроссели - №73,1
2022-02-07 09:34:51,6,Дроссели и тормозная пластина - №72,1
2022-02-07 09:41:13,5,Дроссели - №10,1
2022-02-07 19:27:48,4,Дроссель - №98,1
2022-02-08 19:27:48,0,Нет поломки,0
2022-02-09 19:27:48,0,Нет поломки,0
2022-02-11 02:10:21,6,Тормозная пластина - №45,1
2022-02-11 07:28:18,3,-,1
2022-02-12 07:28:18,0,Нет поломки,0
2022-02-13 23:03:49,4,Верхний дроссель - №52,1
2022-02-15 11:50:40,5,Дроссели и тормозная пластина - №29,1
2022-02-16 11:50:40,0,Нет поломки,0
2022-02-17 11:50:40,0,Нет поломки,0
2022-02-18 20:27:48,7,"Манжета на прижимном стакане - №77, 10",1
2022-02-18 20:43:04,3,"Дроссели нагнетания - №77, 10",1
2022-02-19 20:43:04,0,Нет поломки,0
2022-02-20 20:43:04,0,Нет поломки,0
2022-02-21 20:43:04,0,Нет поломки,0
2022-02-22 21:25:11,2,Сбросной дроссель - №10,1
2022-02-22 22:05:04,4,Нагнетательный дроссель - №10,1
2022-02-22 22:13:35,5,Тормозная пластина - №10,1
2022-02-23 22:13:35,0,Нет поломки,0
2022-02-25 00:13:59,45,Датчик -,1
2022-02-26 10:03:34,3,Нижний дроссель - №42,1
2022-02-26 10:10:32,3,Верхний дроссель - №42,1
2022-02-26 10:15:17,5,Нижний дроссель - №37,1
2022-02-26 10:22:57,4,Верхний дроссель - №37,1
2022-02-26 10:33:54,6,Прижимной колокол - №42,1
2022-02-26 14:46:24,3,Нижний дроссель - №87,1
2022-02-26 22:15:54,7,Дроссель нагрузки и тормозная пластина - №34,1
2022-02-27 09:36:09,3,Дроссели - №22,1
2022-02-27 09:57:59,3,Тормозная пластина - №22,1
2022-02-27 10:36:45,3,Прижимной стакан - №22,1
2022-02-28 10:36:45,0,Нет поломки,0
2022-03-01 10:36:45,0,Нет поломки,0
2022-03-02 12:05:21,6,-,1
2022-03-02 12:11:15,6,-,1
2022-03-04 08:46:34,7,"Тормозные пластины - №94, 85",1
2022-03-05 08:46:34,0,Нет поломки,0
2022-03-06 08:46:34,0,Нет поломки,0
2022-03-07 12:06:30,7,Колпак - №63,1
2022-03-07 12:18:28,4,Тормозная пластина - №63,1
2022-03-07 12:24:35,4,Дроссели - №63,1
2022-03-07 12:32:13,2,Нагнетательный дроссель - №10,1
2022-03-07 12:40:07,3,Сбросной дроссель - №10,1
2022-03-07 15:32:15,3,Тормозная пластина - №10,1
2022-03-07 16:12:11,3,Прижимной колпак - №10,1
2022-03-07 18:14:30,3,Дроссели - №44,1
2022-03-07 18:20:02,3,Прижимной колпак - №44,1
2022-03-07 18:31:01,4,Тормозная пластина - №44,1
2022-03-08 06:15:01,4,-,1
2022-03-09 04:45:17,4,Тормозная пластина - №66,1
2022-03-10 04:45:17,0,Нет поломки,0
2022-03-11 11:15:08,9,"Тормозная пластина - №63, 16",1
2022-03-12 11:15:08,0,Нет поломки,0
2022-03-13 14:44:32,6,Тормозная пластина - №10,1
2022-03-14 12:12:22,7,Тормозная пластина - №47,1
2022-03-14 12:21:37,4,Сбросной клапан - №47,1
2022-03-14 12:30:07,5,Прижимной колпак - №47,1
2022-03-14 12:41:54,2,Нагнетательный дроссель - №47,1
2022-03-14 12:44:11,6,Наполнитель - №47,1
2022-03-14 15:44:54,10,Наполнитель - №86,1
2022-03-15 08:43:18,3,Сбросной дроссель - №10,1
2022-03-15 08:46:48,2,Нагнетательный дроссель - №10,1
2022-03-15 08:53:42,2,Сбросной дроссель - №6,1
2022-03-15 09:04:10,3,Нагнетательный дроссель - №6,1
2022-03-15 10:40:52,3,Сбросной дроссель - №108,1
2022-03-15 11:25:52,4,Нагнетательный дроссель - №108,1
2022-03-15 12:32:14,5,Прижимной колпак - №108,1
2022-03-15 19:18:58,7,Дроссели - №100,1
2022-03-15 19:25:34,9,Наполнитель - №100,1
2022-03-15 19:34:51,10,Наполнитель - №108,1
2022-03-16 19:34:51,0,Нет поломки,0
2022-03-18 02:12:27,3,Дроссели - №99,1
2022-03-19 00:55:58,2,Дроссель - №99,1
2022-03-20 16:28:29,6,Тормозная пластина - №52,1
2022-03-21 16:28:29,0,Нет поломки,0
2022-03-22 16:28:29,0,Нет поломки,0
2022-03-24 11:05:53,5,Тормозная пластина и верхний дроссель - №17,1
2022-03-25 14:40:00,3,-,1
2022-03-25 14:48:48,6,-,1
2022-03-25 14:59:15,11,-,1
2022-03-25 15:29:35,9,-,1
2022-03-26 15:29:35,0,Нет поломки,0
2022-03-27 15:29:35,0,Нет поломки,0
2022-03-28 15:29:35,0,Нет поломки,0
2022-03-29 15:29:35,0,Нет поломки,0
2022-03-30 15:29:35,0,Нет поломки,0
2022-03-31 15:29:35,0,Нет поломки,0
2022-04-01 15:29:35,0,Нет поломки,0
2022-04-02 15:29:35,0,Нет поломки,0
2022-04-03 15:29:35,0,Нет поломки,0
2022-04-04 15:29:35,0,Нет поломки,0
2022-04-05 15:29:35,0,Нет поломки,0
2022-04-06 15:29:35,0,Нет поломки,0
2022-04-07 15:29:35,0,Нет поломки,0
2022-04-08 15:29:35,0,Нет поломки,0
2022-04-09 15:29:35,0,Нет поломки,0
2022-04-10 15:29:35,0,Нет поломки,0
2022-04-12 04:38:44,3,Дроссель верхний -,1
2022-04-12 05:20:15,6,Тормозная пластина - №31,1
2022-04-13 05:20:15,0,Нет поломки,0
2022-04-14 05:20:15,0,Нет поломки,0
2022-04-15 18:58:52,2,Дроссель нижний - №99,1
2022-04-15 19:10:17,5,Тормозная пластина - №99,1
2022-04-15 19:15:34,5,Тормозная пластина - №39,1
2022-04-15 23:30:49,8,"Тормозная пластина, ферродо, дроссели - №31",1
2022-04-15 23:42:02,8,"Тормозная пластина, ферродо, дроссели - №58",1
2022-04-16 03:03:19,3,Дроссели - №99,1
2022-04-16 22:42:36,3,Колокол - №97,1
2022-04-17 01:17:56,7,-,1
2022-04-18 01:17:56,0,Нет поломки,0
2022-04-19 01:17:56,0,Нет поломки,0
2022-04-20 01:17:56,0,Нет поломки,0
2022-04-21 01:17:56,0,Нет поломки,0
2022-04-22 01:17:56,0,Нет поломки,0
2022-04-23 01:17:56,0,Нет поломки,0
2022-04-24 01:17:56,0,Нет поломки,0
2022-04-25 01:17:56,0,Нет поломки,0
2022-04-26 01:17:56,0,Нет поломки,0
