Начало простоя,Длительность,Название детали,Поломка
2022-04-27 01:17:56,0,Нет поломки,0
2022-04-28 01:17:56,0,Нет поломки,0
2022-04-29 01:17:56,0,Нет поломки,0
2022-04-30 01:17:56,0,Нет поломки,0
2022-05-01 01:17:56,0,Нет поломки,0
2022-05-02 16:16:42,7,Тормозная пластина и сбросной дроссель - №30,1
2022-05-03 16:16:42,0,Нет поломки,0
2022-05-05 14:16:47,5,Задний подшипник -,1
2022-05-06 14:16:47,0,Нет поломки,0
2022-05-07 14:16:47,0,Нет поломки,0
2022-05-08 14:16:47,0,Нет поломки,0
2022-05-09 14:16:47,0,Нет поломки,0
2022-05-10 14:16:47,0,Нет поломки,0
2022-05-11 14:16:47,0,Нет поломки,0
2022-05-12 14:16:47,0,Нет поломки,0
2022-05-13 23:20:39,5,Верхний дроссель - №87,1
2022-05-14 16:49:05,82,-,1
2022-05-15 04:34:00,5,Дроссель и тормозная пластина - №46,1
2022-05-16 04:34:00,0,Нет поломки,0
2022-05-17 04:34:00,0,Нет поломки,0
2022-05-18 04:34:00,0,Нет поломки,0
2022-05-19 04:34:00,0,Нет поломки,0
2022-05-20 04:34:00,0,Нет поломки,0
2022-05-21 04:34:00,0,Нет поломки,0
2022-05-22 04:34:00,0,Нет поломки,0
2022-05-23 04:34:00,0,Нет поломки,0
2022-05-24 04:34:00,0,Нет поломки,0
2022-05-25 04:34:00,0,Нет поломки,0
2022-05-26 04:34:00,0,Нет поломки,0
2022-05-27 13:06:24,8,Дроссели и тормозная пластина - №99,1
2022-05-28 13:06:24,0,Нет поломки,0
2022-05-29 13:06:24,0,Нет поломки,0
2022-05-30 13:06:24,0,Нет поломки,0
2022-05-31 13:06:24,0,Нет поломки,0
2022-06-01 13:06:24,0,Нет поломки,0
2022-06-02 13:06:24,0,Нет поломки,0
2022-06-03 13:06:24,0,Нет поломки,0
2022-06-04 13:06:24,0,Нет поломки,0
2022-06-05 13:06:24,0,Нет поломки,0
2022-06-07 12:48:05,4,Дроссель и тормозная пластина - №21,1
2022-06-08 12:48:05,0,Нет поломки,0
2022-06-09 12:48:05,0,Нет поломки,0
2022-06-10 12:48:05,0,Нет поломки,0
2022-06-11 12:48:05,0,Нет поломки,0
2022-06-12 12:48:05,0,Нет поломки,0
2022-06-13 12:48:05,0,Нет поломки,0
2022-06-14 12:48:05,0,Нет поломки,0
2022-06-15 12:48:05,0,Нет поломки,0
2022-06-16 12:48:05,0,Нет поломки,0
2022-06-17 12:48:05,0,Нет поломки,0
2022-06-18 12:48:05,0,Нет поломки,0
2022-06-19 12:48:05,0,Нет поломки,0
2022-06-20 12:48:05,0,Нет поломки,0
2022-06-22 01:54:12,5,Тормозная пластина и сбросной дроссель - №97,1
2022-06-23 01:54:12,0,Нет поломки,0
2022-06-24 01:54:12,0,Нет поломки,0
2022-06-25 01:54:12,0,Нет поломки,0
2022-06-26 01:54:12,0,Нет поломки,0
2022-06-27 01:54:12,0,Нет поломки,0
2022-06-28 01:54:12,0,Нет поломки,0
2022-06-29 01:54:12,0,Нет поломки,0
2022-06-30 01:54:12,0,Нет поломки,0
2022-07-01 01:54:12,0,Нет поломки,0
2022-07-02 01:54:12,0,Нет поломки,0
2022-07-03 01:54:12,0,Нет поломки,0
2022-07-04 04:17:00,82,-,1
2022-07-05 04:17:00,0,Нет поломки,0
2022-07-06 04:17:00,0,Нет поломки,0
2022-07-07 04:17:00,0,Нет поломки,0
2022-07-08 09:34:10,2,"Сбросной дроссель - №14, 82, 105",1
2022-07-09 09:34:10,0,Нет поломки,0
2022-07-10 09:34:10,0,Нет поломки,0
2022-07-11 09:34:10,0,Нет поломки,0
2022-07-12 09:34:10,0,Нет поломки,0
2022-07-13 09:34:10,0,Нет поломки,0
2022-07-14 09:34:10,0,Нет поломки,0
2022-07-15 22:09:09,6,Колокол - №101,1
2022-07-17 17:12:33,2,Дроссель нагнетания - №21,1
2022-07-18 17:12:33,0,Нет поломки,0
2022-07-19 17:12:33,0,Нет поломки,0
2022-07-20 17:12:33,0,Нет поломки,0
2022-07-21 17:12:33,0,Нет поломки,0
2022-07-22 17:12:33,0,Нет поломки,0
2022-07-23 17:12:33,0,Нет поломки,0
2022-07-24 17:12:33,0,Нет поломки,0
2022-07-25 17:12:33,0,Нет поломки,0
2022-07-26 17:12:33,0,Нет поломки,0
2022-07-27 17:12:33,0,Нет поломки,0
2022-07-28 17:12:33,0,Нет поломки,0
2022-07-29 17:12:33,0,Нет поломки,0
2022-07-30 17:12:33,0,Нет поломки,0
2022-07-31 17:12:33,0,Нет поломки,0
2022-08-01 21:53:56,4,Тормозная пластина - №31,1
2022-08-02 21:53:56,0,Нет поломки,0
2022-08-03 21:53:56,0,Нет поломки,0
2022-08-04 21:53:56,0,Нет поломки,0
2022-08-05 21:53:56,0,Нет поломки,0
2022-08-06 21:53:56,0,Нет поломки,0
2022-08-07 21:53:56,0,Нет поломки,0
2022-08-08 21:53:56,0,Нет поломки,0
2022-08-09 21:53:56,0,Нет поломки,0
2022-08-10 21:53:56,0,Нет поломки,0
2022-08-11 21:53:56,0,Нет поломки,0
2022-08-12 21:53:56,0,Нет поломки,0
2022-08-14 05:15:13,4,Тормозная пластина - №1,1
2022-08-14 06:27:46,4,Тормозная пластина - №89,1
2022-08-15 06:27:46,0,Нет поломки,0
2022-08-16 06:27:46,0,Нет поломки,0
2022-08-17 06:27:46,0,Нет поломки,0
2022-08-18 06:27:46,0,Нет поломки,0
2022-08-19 06:27:46,0,Нет поломки,0
2022-08-20 23:26:46,2,Сбросной дроссель - №32,1
2022-08-20 23:32:47,6,Тормозная пластина - №32,1
2022-08-20 23:42:23,5,"Тормозная пластина - №24, 108",1
2022-08-21 23:42:23,0,Нет поломки,0
2022-08-22 23:42:23,0,Нет поломки,0
2022-08-23 23:42:23,0,Нет поломки,0
2022-08-24 23:42:23,0,Нет поломки,0
2022-08-26 04:14:17,8,"Сбросные дроссели и тормозные пластины - №26, 108",1
2022-08-27 04:14:17,0,Нет поломки,0
2022-08-28 04:14:17,0,Нет поломки,0
2022-08-29 04:14:17,0,Нет поломки,0
2022-08-30 13:25:29,4,Тормозная пластина и сбросной дроссель - №54,1
2022-08-31 13:25:29,0,Нет поломки,0
2022-09-01 13:25:29,0,Нет поломки,0
2022-09-02 13:25:29,0,Нет поломки,0
2022-09-03 13:25:29,0,Нет поломки,0
2022-09-04 16:08:36,59,Двигатель -,1
2022-09-05 16:08:36,0,Нет поломки,0
2022-09-06 16:08:36,0,Нет поломки,0
2022-09-07 16:08:36,0,Нет поломки,0
2022-09-08 16:08:36,0,Нет поломки,0
2022-09-09 16:08:36,0,Нет поломки,0
2022-09-10 16:08:36,0,Нет поломки,0
2022-09-11 16:08:36,0,Нет поломки,0
2022-09-12 16:08:36,0,Нет поломки,0
2022-09-13 17:00:58,32,-,1
2022-09-14 17:00:58,0,Нет поломки,0
2022-09-15 17:00:58,0,Нет поломки,0
2022-09-16 17:00:58,0,Нет поломки,0
2022-09-17 17:00:58,0,Нет поломки,0
2022-09-18 17:00:58,0,Нет поломки,0
2022-09-19 17:00:58,0,Нет поломки,0
2022-09-20 17:00:58,0,Нет поломки,0
2022-09-21 17:00:58,0,Нет поломки,0
2022-09-22 17:00:58,0,Нет поломки,0
2022-09-23 17:00:58,0,Нет поломки,0
2022-09-24 17:00:58,0,Нет поломки,0
2022-09-25 17:00:58,0,Нет поломки,0
2022-09-27 03:19:05,37,Цепь -,1
2022-09-27 13:51:54,3,Тормозная пластина - №65,1
2022-09-29 07:02:26,5,"Тормозная пластина - №48, 76",1
2022-09-29 07:09:48,3,Тормозная пластина - №24,1
2022-09-30 07:31:06,4,Тормозная пластина и дроссели - №76,1
2022-10-01 07:31:06,0,Нет поломки,0
2022-10-02 10:00:27,3,Тормозная пластина - №51,1
2022-10-02 13:11:06,9,Входной датчик -,1
2022-10-02 13:30:49,3,Тормозная пластина - №105,1
2022-10-02 17:40:46,4,"Тормозная пластина - №1, 37",1
2022-10-04 14:57:48,7,Тормозная пластина и дроссели - №53,1
2022-10-04 15:58:55,5,Тормозная пластина и дроссели - №20,1
2022-10-04 19:29:08,9,"Тормозная пластина, дроссели и стакан - №102",1
2022-10-05 05:13:26,4,Верхний дроссель - №7,1
2022-10-06 05:13:26,0,Нет поломки,0
2022-10-07 05:13:26,0,Нет поломки,0
2022-10-08 17:26:02,3,Нижний дроссель - №102,1
2022-10-09 17:26:02,0,Нет поломки,0
2022-10-10 17:26:02,0,Нет поломки,0
2022-10-12 03:44:29,2,Нижний дроссель - №37,1
2022-10-13 03:44:29,0,Нет поломки,0
2022-10-14 03:44:29,0,Нет поломки,0
2022-10-15 03:44:29,0,Нет поломки,0
2022-10-16 03:44:29,0,Нет поломки,0
2022-10-17 17:26:09,6,Пневмопилот -,1
2022-10-17 17:42:52,6,Пневмопилот -,1
2022-10-18 17:42:52,0,Нет поломки,0
2022-10-20 09:28:38,10,"Дроссели, тормозная пластина и ферродо - №4",1
2022-10-20 21:53:27,6,Верхний и нижний дроссель - №34,1
2022-10-20 22:22:58,5,Верхний и нижний дроссель - №77,1
2022-10-21 00:32:14,5,Колокол - №77,1
2022-10-21 01:22:08,3,Нижний дроссель - №79,1
2022-10-21 05:11:46,4,Колокол - №34,1
2022-10-21 05:25:04,4,Тормозная пластина - №34,1
2022-10-21 11:33:47,8,Дроссели и тормозная пластина - №54,1
2022-10-22 11:33:47,0,Нет поломки,0
2022-10-23 11:33:47,0,Нет поломки,0
2022-10-25 08:34:25,9,Наполнитель - №35,1
2022-10-26 08:34:25,0,Нет поломки,0
2022-10-27 08:34:25,0,Нет поломки,0
2022-10-28 08:34:25,0,Нет поломки,0
2022-10-29 08:34:25,0,Нет поломки,0
2022-10-30 08:34:25,0,Нет поломки,0
2022-10-31 08:34:25,0,Нет поломки,0
2022-11-01 08:34:25,0,Нет поломки,0
2022-11-02 14:13:37,9,Тормозная пластина и прижимной стакан - №37,1
2022-11-03 14:13:37,0,Нет поломки,0
2022-11-04 14:13:37,0,Нет поломки,0
2022-11-05 14:13:37,0,Нет поломки,0
2022-11-06 14:13:37,0,Нет поломки,0
2022-11-07 14:13:37,0,Нет поломки,0
2022-11-08 14:13:37,0,Нет поломки,0
2022-11-09 14:13:37,0,Нет поломки,0
2022-11-10 14:13:37,0,Нет поломки,0
2022-11-11 14:13:37,0,Нет поломки,0
2022-11-12 14:13:37,0,Нет поломки,0
2022-11-13 14:13:37,0,Нет поломки,0
2022-11-14 14:13:37,0,Нет поломки,0
2022-11-15 14:13:37,0,Нет поломки,0
2022-11-16 14:13:37,0,Нет поломки,0
2022-11-17 14:13:37,0,Нет поломки,0
2022-11-18 14:13:37,0,Нет поломки,0
2022-11-19 14:13:37,0,Нет поломки,0
2022-11-20 14:13:37,0,Нет поломки,0
2022-11-21 14:13:37,0,Нет поломки,0
2022-11-22 14:13:37,0,Нет поломки,0
2022-11-23 14:13:37,0,Нет поломки,0
2022-11-24 14:13:37,0,Нет поломки,0
2022-11-25 14:13:37,0,Нет поломки,0
2022-11-26 14:13:37,0,Нет поломки,0
2022-11-27 14:13:37,0,Нет поломки,0
2022-11-28 23:09:44,3,Дроссели - №18,1
2022-11-29 03:32:46,4,Тормозная пластина - №18,1
2022-11-29 03:43:17,10,Наполнитель - №18,1
2022-11-29 04:24:06,3,Тормозная пластина - №72,1
2022-11-29 04:37:17,4,Дроссели - №72,1
2022-11-29 04:45:13,10,Наполнитель - №72,1
2022-11-29 12:12:34,8,-,1
2022-11-29 23:10:02,3,Дроссели - №10,1
2022-11-30 02:54:09,3,Дроссели - №55,1
2022-12-01 02:54:09,0,Нет поломки,0
2022-12-02 20:04:04,7,-,1
2022-12-03 20:04:04,0,Нет поломки,0
2022-12-04 20:04:04,0,Нет поломки,0
2022-12-05 20:04:04,0,Нет поломки,0
2022-12-07 00:52:08,3,Дроссель - №80,1
2022-12-07 01:38:34,3,Верхний дроссель - №80,1
2022-12-07 02:06:24,3,Тормозная пластина - №80,1
2022-12-08 02:06:24,0,Нет поломки,0
2022-12-09 02:06:24,0,Нет поломки,0
2022-12-10 02:06:24,0,Нет поломки,0
2022-12-11 02:06:24,0,Нет поломки,0
2022-12-12 02:06:24,0,Нет поломки,0
2022-12-13 02:06:24,0,Нет поломки,0
2022-12-14 02:06:24,0,Нет поломки,0
2022-12-15 02:06:24,0,Нет поломки,0
2022-12-16 02:06:24,0,Нет поломки,0
2022-12-17 02:06:24,0,Нет поломки,0
2022-12-18 02:06:24,0,Нет поломки,0
2022-12-19 02:06:24,0,Нет поломки,0
2022-12-20 02:06:24,0,Нет поломки,0
2022-12-21 02:06:24,0,Нет поломки,0
2022-12-22 02:06:24,0,Нет поломки,0
2022-12-23 02:06:24,0,Нет поломки,0
2022-12-24 02:06:24,0,Нет поломки,0
2022-12-25 02:06:24,0,Нет поломки,0
2022-12-26 02:06:24,0,Нет поломки,0
2022-12-27 02:06:24,0,Нет поломки,0
2022-12-28 02:06:24,0,Нет поломки,0
2022-12-29 02:06:24,0,Нет поломки,0
2022-12-30 02:06:24,0,Нет поломки,0
2022-12-31 02:06:24,0,Нет поломки,0
2023-01-01 02:06:24,0,Нет поломки,0
2023-01-02 02:06:24,0,Нет поломки,0
2023-01-03 02:06:24,0,Нет поломки,0
2023-01-04 02:06:24,0,Нет поломки,0
2023-01-05 02:06:24,0,Нет поломки,0
2023-01-06 08:17:50,7,-,1
2023-01-07 23:19:37,5,Дроссели - №14,1
2023-01-08 06:16:38,4,Дроссели - №2,1
2023-01-08 11:16:51,2,Дроссель - №82,1
2023-01-09 11:16:51,0,Нет поломки,0
2023-01-10 11:16:51,0,Нет поломки,0
2023-01-11 22:10:01,3,Тормозная пластина и дроссель - №81,1
2023-01-12 22:10:01,0,Нет поломки,0
2023-01-13 22:10:01,0,Нет поломки,0
2023-01-14 22:10:01,0,Нет поломки,0
2023-01-15 22:10:01,0,Нет поломки,0
2023-01-16 22:10:01,0,Нет поломки,0
2023-01-17 22:10:01,0,Нет поломки,0
2023-01-18 22:10:01,0,Нет поломки,0
2023-01-19 22:10:01,0,Нет поломки,0
2023-01-20 22:10:01,0,Нет поломки,0
2023-01-21 22:10:01,0,Нет поломки,0
2023-01-22 22:10:01,0,Нет поломки,0
2023-01-23 22:10:01,0,Нет поломки,0
2023-01-25 08:43:11,2,Тормозная пластина - №31,1
2023-01-25 08:45:51,3,Дроссели - №31,1
2023-01-26 08:45:51,0,Нет поломки,0
2023-01-27 08:45:51,0,Нет поломки,0
2023-01-28 08:45:51,0,Нет поломки,0
2023-01-29 08:45:51,0,Нет поломки,0
2023-01-30 08:45:51,0,Нет поломки,0
2023-01-31 20:02:15,3,Дроссели - №31,1
2023-02-01 00:33:18,2,Нагнетательный дроссель -,1
2023-02-01 02:55:27,4,Сбросной дроссель - №72,1
2023-02-01 03:02:37,4,Нагнетательный дроссель - №72,1
2023-02-01 20:03:22,9,-,1
2023-02-02 02:12:17,10,Наполнитель - №31,1
2023-02-02 02:22:13,10,Наполнитель - №14,1
2023-02-02 05:36:44,5,Дроссели - №81,1
2023-02-03 05:36:44,0,Нет поломки,0
2023-02-04 05:36:44,0,Нет поломки,0
2023-02-05 08:49:36,3,Дроссели - №22,1
2023-02-06 08:49:36,0,Нет поломки,0
2023-02-07 08:49:36,0,Нет поломки,0
2023-02-08 08:49:36,0,Нет поломки,0
2023-02-09 08:49:36,0,Нет поломки,0
2023-02-10 08:49:36,0,Нет поломки,0
2023-02-11 08:49:36,0,Нет поломки,0
2023-02-12 08:49:36,0,Нет поломки,0
2023-02-13 08:49:36,0,Нет поломки,0
2023-02-14 08:49:36,0,Нет поломки,0
2023-02-15 08:49:36,0,Нет поломки,0
2023-02-16 08:49:36,0,Нет поломки,0
2023-02-17 08:49:36,0,Нет поломки,0
2023-02-18 08:49:36,0,Нет поломки,0
2023-02-19 08:49:36,0,Нет поломки,0
2023-02-20 08:49:36,0,Нет поломки,0
2023-02-21 08:49:36,0,Нет поломки,0
2023-02-22 16:26:51,4,Дроссели - №41,1
2023-02-22 16:57:44,6,Колокол - №41,1
2023-02-22 17:03:44,4,Тормозная пластина - №41,1
2023-02-22 17:48:55,9,Наполнитель - №41,1
2023-02-22 17:57:59,10,Наполнитель - №20,1
2023-02-22 21:51:07,4,Пластина - №50,1
2023-02-23 21:51:07,0,Нет поломки,0
2023-02-25 00:34:31,4,Дроссель - №41,1
2023-02-25 00:43:12,5,Прижимной колокол - №41,1
2023-02-25 01:11:30,10,Наполнитель -,1
2023-02-26 01:11:30,0,Нет поломки,0
2023-02-27 01:11:30,0,Нет поломки,0
2023-02-28 01:11:30,0,Нет поломки,0
2023-03-01 01:11:30,0,Нет поломки,0
2023-03-02 01:11:30,0,Нет поломки,0
2023-03-03 01:11:30,0,Нет поломки,0
2023-03-04 01:11:30,0,Нет поломки,0
2023-03-05 01:11:30,0,Нет поломки,0
2023-03-06 01:11:30,0,Нет поломки,0
2023-03-07 01:11:30,0,Нет поломки,0
2023-03-08 01:11:30,0,Нет поломки,0
2023-03-09 13:58:25,4,Нагнетательный дроссель - №76,1
2023-03-09 19:14:46,4,Тормозная пластина - №10,1
2023-03-10 06:50:44,5,Дроссели и тормозная пластина - №71,1
2023-03-11 06:50:44,0,Нет поломки,0
2023-03-12 06:50:44,0,Нет поломки,0
2023-03-13 06:50:44,0,Нет поломки,0
2023-03-14 06:50:44,0,Нет поломки,0
2023-03-15 06:50:44,0,Нет поломки,0
2023-03-16 06:50:44,0,Нет поломки,0
2023-03-17 10:14:35,5,Тормозная пластина - №45,1
2023-03-17 11:34:43,5,Дроссели - №100,1
2023-03-18 16:58:27,4,Тормозная пластина - №1,1
2023-03-18 18:29:12,5,Тормозная пластина - №58,1
2023-03-19 18:29:12,0,Нет поломки,0
2023-03-20 18:29:12,0,Нет поломки,0
2023-03-21 18:29:12,0,Нет поломки,0
2023-03-22 18:29:12,0,Нет поломки,0
2023-03-23 18:29:12,0,Нет поломки,0
2023-03-24 18:29:12,0,Нет поломки,0
2023-03-25 18:29:12,0,Нет поломки,0
2023-03-26 18:29:12,0,Нет поломки,0
2023-03-27 18:29:12,0,Нет поломки,0
2023-03-28 18:29:12,0,Нет поломки,0
2023-03-29 18:29:12,0,Нет поломки,0
2023-03-30 18:29:12,0,Нет поломки,0
2023-03-31 18:29:12,0,Нет поломки,0
2023-04-01 18:29:12,0,Нет поломки,0
2023-04-02 18:29:12,0,Нет поломки,0
2023-04-03 18:29:12,0,Нет поломки,0
2023-04-04 18:29:12,0,Нет поломки,0
2023-04-05 18:29:12,0,Нет поломки,0
2023-04-06 18:29:12,0,Нет поломки,0
2023-04-07 18:29:12,0,Нет поломки,0
2023-04-08 18:29:12,0,Нет поломки,0
2023-04-09 18:29:12,0,Нет поломки,0
2023-04-10 18:29:12,0,Нет поломки,0
2023-04-11 18:29:12,0,Нет поломки,0
2023-04-12 18:29:12,0,Нет поломки,0
2023-04-13 18:29:12,0,Нет поломки,0
2023-04-14 20:10:50,3,Дроссели - №77,1
2023-04-15 20:10:50,0,Нет поломки,0
2023-04-16 20:10:50,0,Нет поломки,0
2023-04-17 20:10:50,0,Нет поломки,0
2023-04-18 20:10:50,0,Нет поломки,0
2023-04-19 20:10:50,0,Нет поломки,0
2023-04-20 20:10:50,0,Нет поломки,0
2023-04-21 20:10:50,0,Нет поломки,0
2023-04-22 20:10:50,0,Нет поломки,0
2023-04-23 20:10:50,0,Нет поломки,0
2023-04-24 20:10:50,0,Нет поломки,0
2023-04-26 03:46:52,4,Тормозная пластина - №39,1
2023-04-27 03:46:52,0,Нет поломки,0
2023-04-28 03:46:52,0,Нет поломки,0
2023-04-29 03:46:52,0,Нет поломки,0
2023-04-30 03:46:52,0,Нет поломки,0
2023-05-01 03:46:52,0,Нет поломки,0
2023-05-02 03:46:52,0,Нет поломки,0
2023-05-03 03:46:52,0,Нет поломки,0
2023-05-04 03:46:52,0,Нет поломки,0
2023-05-05 03:46:52,0,Нет поломки,0
2023-05-06 03:46:52,0,Нет поломки,0
2023-05-07 03:46:52,0,Нет поломки,0
2023-05-08 03:46:52,0,Нет поломки,0
2023-05-09 03:46:52,0,Нет поломки,0
2023-05-10 03:46:52,0,Нет поломки,0
2023-05-11 03:46:52,0,Нет поломки,0
2023-05-12 06:57:37,5,Тормозная пластина - №24,1
2023-05-13 06:57:37,0,Нет поломки,0
2023-05-14 06:57:37,0,Нет поломки,0
2023-05-15 06:57:37,0,Нет поломки,0
2023-05-16 06:57:37,0,Нет поломки,0
2023-05-17 06:57:37,0,Нет поломки,0
2023-05-18 06:57:37,0,Нет поломки,0
2023-05-19 06:57:37,0,Нет поломки,0
2023-05-20 06:57:37,0,Нет поломки,0
2023-05-21 06:57:37,0,Нет поломки,0
2023-05-22 06:57:37,0,Нет поломки,0
2023-05-23 06:57:37,0,Нет поломки,0
2023-05-24 06:57:37,0,Нет поломки,0
2023-05-25 06:57:37,0,Нет поломки,0
2023-05-26 17:45:23,7,Тормозная пластина и дроссель - №89,1
2023-05-27 17:45:23,0,Нет поломки,0
2023-05-28 17:45:23,0,Нет поломки,0
2023-05-29 17:45:23,0,Нет поломки,0
2023-05-30 17:45:23,0,Нет поломки,0
2023-05-31 17:45:23,0,Нет поломки,0
2023-06-01 17:45:23,0,Нет поломки,0
2023-06-02 17:45:23,0,Нет поломки,0
2023-06-03 17:45:23,0,Нет поломки,0
2023-06-05 00:32:33,3,Тормозная пластина - №13,1
2023-06-06 00:32:33,0,Нет поломки,0
2023-06-07 00:32:33,0,Нет поломки,0
2023-06-08 00:32:33,0,Нет поломки,0
2023-06-09 00:32:33,0,Нет поломки,0
2023-06-10 00:32:33,0,Нет поломки,0
2023-06-11 00:32:33,0,Нет поломки,0
2023-06-12 00:32:33,0,Нет поломки,0
2023-06-13 00:32:33,0,Нет поломки,0
2023-06-14 00:32:33,0,Нет поломки,0
2023-06-15 00:32:33,0,Нет поломки,0
2023-06-16 00:32:33,0,Нет поломки,0
2023-06-17 00:32:33,0,Нет поломки,0
2023-06-18 00:32:33,0,Нет поломки,0
2023-06-19 00:32:33,0,Нет поломки,0
2023-06-20 00:32:33,0,Нет поломки,0
2023-06-21 00:32:33,0,Нет поломки,0
2023-06-22 00:32:33,0,Нет поломки,0
2023-06-23 00:32:33,0,Нет поломки,0
2023-06-24 00:32:33,0,Нет поломки,0
2023-06-25 00:32:33,0,Нет поломки,0
2023-06-26 11:09:18,9,-,1
2023-06-27 11:09:18,0,Нет поломки,0
2023-06-28 11:09:18,0,Нет поломки,0
2023-06-29 11:09:18,0,Нет поломки,0
2023-06-30 11:09:18,0,Нет поломки,0
2023-07-01 11:09:18,0,Нет поломки,0
2023-07-02 11:09:18,0,Нет поломки,0
2023-07-04 01:52:29,5,Дроссели - №67,1
2023-07-04 02:24:13,4,Тормозная пластина - №67,1
2023-07-04 05:06:08,7,Наполнитель - №67,1
2023-07-05 05:06:08,0,Нет поломки,0
2023-07-06 20:17:21,5,Дроссель - №91,1
2023-07-06 20:30:49,4,Дроссель - №92,1
2023-07-08 08:38:10,4,Пластина -,1
2023-07-09 08:38:10,0,Нет поломки,0
2023-07-10 08:38:10,0,Нет поломки,0
2023-07-11 08:38:10,0,Нет поломки,0
2023-07-12 08:38:10,0,Нет поломки,0
2023-07-13 08:38:10,0,Нет поломки,0
2023-07-14 08:38:10,0,Нет поломки,0
2023-07-15 08:38:10,0,Нет поломки,0
2023-07-16 08:38:10,0,Нет поломки,0
2023-07-17 14:33:44,3,-,1
2023-07-19 10:49:12,6,Дроссель - №19,1
2023-07-20 10:49:12,0,Нет поломки,0
2023-07-21 10:49:12,0,Нет поломки,0
2023-07-22 10:49:12,0,Нет поломки,0
2023-07-23 10:49:12,0,Нет поломки,0
2023-07-24 10:49:12,0,Нет поломки,0
2023-07-25 10:49:12,0,Нет поломки,0
2023-07-26 10:49:12,0,Нет поломки,0
2023-07-27 10:49:12,0,Нет поломки,0
2023-07-28 10:49:12,0,Нет поломки,0
2023-07-29 10:49:12,0,Нет поломки,0
2023-07-30 10:49:12,0,Нет поломки,0
2023-07-31 10:49:12,0,Нет поломки,0
2023-08-01 10:49:12,0,Нет поломки,0
2023-08-02 10:49:12,0,Нет поломки,0
2023-08-03 22:21:00,4,Дроссели -,1
2023-08-03 22:32:10,2,Дроссель - №61,1
2023-08-03 22:40:14,2,Тормозная пластина - №5,1
